Year.frac,Time,Year,Year_DOY,DOY,NDVI_notscaled,NDVI_7avg,NDVI_UniSpec,NDVI_MODIS,NDVI_Rad
2013.505464,1647,2013,2013_186,186,0.525246831,,,,
2013.508197,1648,2013,2013_187,187,0.533663282,,,,
2013.510929,1649,2013,2013_188,188,0.532441238,,,,
2013.513661,1650,2013,2013_189,189,0.493127383,,,,
2013.516393,1651,2013,2013_190,190,0.544333105,,,,
2013.519126,1652,2013,2013_191,191,0.546047546,,,,
2013.521858,1653,2013,2013_192,192,0.550634632,,,,
2013.52459,1654,2013,2013_193,193,0.549297495,,,,
2013.527322,1655,2013,2013_194,194,0.546381746,,,,
2013.530055,1656,2013,2013_195,195,0.538787418,,,,
2013.532787,1657,2013,2013_196,196,0.561294566,,,,
2013.535519,1658,2013,2013_197,197,0.534162779,,,,
2013.538251,1659,2013,2013_198,198,0.581815259,,,,
2013.540984,1660,2013,2013_199,199,0.55642337,0.563060148,0.679100407,0.689161308,0.691605253
2013.543716,1661,2013,2013_200,200,0.588424073,,,,
2013.546448,1662,2013,2013_201,201,0.569132292,,,,
2013.54918,1663,2013,2013_202,202,0.550168699,,,,
2013.551913,1664,2013,2013_203,203,0.582320501,,,,
2013.554645,1665,2013,2013_204,204,0.582175508,,,,
2013.557377,1666,2013,2013_205,205,0.588264905,,,,
2013.560109,1667,2013,2013_206,206,0.573428799,,,,
2013.562842,1668,2013,2013_207,207,0.590132624,,,,
2013.565574,1669,2013,2013_208,208,0.613512493,,,,
2013.568306,1670,2013,2013_209,209,0.594686827,,,,
2013.571038,1671,2013,2013_210,210,0.59826306,,,,
2013.57377,1672,2013,2013_211,211,0.5710497,,,,
2013.576503,1673,2013,2013_212,212,0.612965873,,,,
2013.579235,1674,2013,2013_213,213,0.587167572,,,,
2013.581967,1675,2013,2013_214,214,0.570435922,,,,
2013.584699,1676,2013,2013_215,215,0.604275585,,,,
2013.587432,1677,2013,2013_216,216,0.598260664,,,,
2013.590164,1678,2013,2013_217,217,0.582777735,,,,
2013.592896,1679,2013,2013_218,218,0.554237928,,,,
2013.595628,1680,2013,2013_219,219,0.581710118,,,,
2013.598361,1681,2013,2013_220,220,0.563308559,,,,
2013.601093,1682,2013,2013_221,221,0.604469546,,,,
2013.603825,1683,2013,2013_222,222,0.551670426,0.56911202,0.701850118,0.713474128,0.70701828
2013.606557,1684,2013,2013_223,223,0.551957261,,,,
2013.60929,1685,2013,2013_224,224,0.579305095,,,,
2013.612022,1686,2013,2013_225,225,0.551363135,,,,
2013.614754,1687,2013,2013_226,226,0.512090323,,,,
2013.617486,1688,2013,2013_227,227,0.563192146,,,,
2013.620219,1689,2013,2013_228,228,0.569746846,,,,
2013.622951,1690,2013,2013_229,229,0.573758035,,,,
2013.625683,1691,2013,2013_230,230,0.583393674,,,,
2013.628415,1692,2013,2013_231,231,0.563299393,,,,
2013.631148,1693,2013,2013_232,232,,,,,
2013.63388,1694,2013,2013_233,233,0.005489105,,,,
2013.636612,1695,2013,2013_234,234,0.481621811,,,,
2013.639344,1696,2013,2013_235,235,0.577471329,,,,
2013.642077,1697,2013,2013_236,236,0.591982482,,,,
2013.644809,1698,2013,2013_237,237,0.60103916,,,,
2013.647541,1699,2013,2013_238,238,0.537105448,,,,
2013.650273,1700,2013,2013_239,239,0.570101225,,,,
2013.653005,1701,2013,2013_240,240,0.53064531,,,,
2013.655738,1702,2013,2013_241,241,0.530338335,,,,
2013.65847,1703,2013,2013_242,242,0.252084641,,,,
2013.661202,1704,2013,2013_243,243,0.09193569,,,,
2013.663934,1705,2013,2013_244,244,0.484222588,,,,
2013.666667,1706,2013,2013_245,245,0.343276649,,,,
